	Molecule
1700	Cc1[nH]c2ccc(OC(F)(F)F)cc2c1CCNC(=O)CSc1nc2ccccc2o1
1701	Cc1[nH]c2ccc(OC(F)(F)F)cc2c1CCNC(=O)CSc1cn[nH]n1
1702	Cc1[nH]c2ccc(OC(F)(F)Cl)cc2c1CCNC(=O)CSc1cn[nH]n1
1703	CCOC(=O)C[C@@H](NC(=O)CSc1nc2ccccc2o1)c1ccccc1Cl
1704	CC(=O)n1c(SCC(=O)NCc2ccc(F)cc2)nc2ccccc12
1705	COC[C@@H](C)NC(=O)CN(c1ccc(Br)c(C)c1)S(C)(=O)=O
1706	Cc1ccc(cc1)C(=O)Nc1ccc2nc(oc2c1)-c1ccc(cc1)C(C)(C)C
1707	Cc1ccccc1CC(=O)Nc1cccnc1Cl
1708	CCCCn1nn\c(=N/C(=O)COc2ccc(cc2)C(C)C)n1C(=O)COc1ccc(cc1)C(C)C
1709	CCOc1cc(cc(=O)c2c(C)oc(C)c12)-c1ccc2n(C)c3ccccc3c2c1
1710	Cc1ccc(o1)-c1cc2c3c(C)n(c(C)c3c(C)nn2c1)-c1ccccc1
1711	COc1ccc(cc1OC)-c1c\c(=[NH+]/c2ccccc2N)c2cc(Br)ccc2o1
1712	CCn1c2ccccc2c2ccc(cc12)\[NH+]=c1/cc(oc2ccccc12)-c1ccc(OC)cc1
1713	COC(=O)C[C@@H](NC(=O)C1=C(CCCC1)C([O-])=O)c1ccc(Cl)cc1Cl
1714	C[C@@H](N1CCOCC1)C(=O)OCCCNC1=NS(=O)(=O)c2ccccc12
1715	Clc1ccc(NC(=O)[C@H]2CN(C(=O)C2)c2ccc3CCc4cccc2c34)cc1
1716	COc1cc(CN(C(=O)CCN2C(=O)c3ccccc3S2(=O)=O)c2ccc(Cl)cc2)ccc1O
1717	O=C(Cn1c2ccccc2sc1=O)Nc1sc2CCCc2c1C#N
1718	CCOC(=O)c1c(NC(=O)CCn2cnc3ccccc3c2=O)sc2C[NH+](C)CCc12
1719	CC(=O)c1c(C)oc(NC(=O)Cn2c3ccccc3oc2=O)c1C#N
1720	Fc1ccccc1C(=O)Nc1nnc(SCc2coc(n2)-c2ccc(Cl)cc2)s1
1721	O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1nnc(SCc2ccccc2)s1
1722	CN1CCN(CC1)S(=O)(=O)Cc1ccc(cc1)C(=O)NCCCc1ccccc1
1723	CN1CCN(CC1)S(=O)(=O)Cc1ccc(cc1)C(=O)NCCSc1ccc(C)cc1
1724	C[C@H](NC(=O)c1ccc(CS(=O)(=O)N2CCN(C)CC2)cc1)c1ccccc1
1725	CN(Cc1nc(no1)-c1cccc(Br)c1)C(=O)COc1ccccc1
1726	Cc1ccccc1OCC(=O)NCc1nc(no1)-c1cccc(Br)c1
1727	CN(Cc1nc(no1)-c1ccccc1Cl)C(=O)COc1ccccc1C
1728	CN(Cc1nc(no1)-c1ccccc1Cl)C(=O)COc1ccc(Cl)cc1
1729	CN(Cc1nc(no1)-c1cccc(Br)c1)C(=O)c1ccc(Cl)cc1
1730	COc1cccc(c1)-c1noc(CNC(=O)c2ccc(Cl)cc2Cl)n1
1731	CN(Cc1nc(no1)-c1ccccc1Cl)C(=O)c1ccc(cc1)C(C)(C)C
1732	COc1ccccc1OCC(=O)NCc1nc(no1)-c1cccc(Br)c1
1733	CN(Cc1nc(no1)-c1cccc(Br)c1)C(=O)CSc1ccccc1
1734	COc1ccc(cc1)-c1noc(CNC(=O)CCSc2ccc(C)cc2)n1
1735	CN(Cc1nc(no1)-c1ccc(Cl)cc1)C(=O)CCSc1ccc(C)cc1
1736	COc1cc(OC)cc(c1)C(=O)NCc1nc(no1)-c1cccc(Br)c1
1737	Ic1ccccc1C(=O)NCc1nc(no1)-c1cccs1
1738	COc1ccc(cc1CC=C)C(=O)NCc1nc(no1)-c1ccccc1Cl
1739	C[C@H](Oc1ccc(cc1)C(C)(C)C)C(=O)N(C)Cc1nc(no1)-c1ccc(C)cc1
1740	COc1ccc(cc1)-c1noc(CN(C)C(=O)[C@@H](C)Oc2ccc(cc2)C(C)(C)C)n1
1741	C[C@H](Oc1ccc(Cl)cc1)C(=O)N(C)Cc1nc(no1)-c1ccccc1
1742	C[C@@H](Oc1ccc(Cl)cc1)C(=O)N(C)Cc1nc(no1)-c1ccccc1
1743	C[C@H](Oc1cccc(C)c1)C(=O)N(C)Cc1nc(no1)-c1cccc(Br)c1
1744	CN(Cc1nc(no1)-c1ccccc1Cl)C(=O)COc1cc(C)cc(C)c1
1745	C[C@@H](Oc1ccc(F)cc1)C(=O)N(C)Cc1nc(no1)-c1ccc(Cl)cc1
1746	C[C@@H](Oc1cc(C)c(Cl)c(C)c1)C(=O)N(C)Cc1nc(no1)-c1cccc(C)c1
1747	CN(Cc1nc(no1)-c1cccc(Br)c1)C(=O)CCCOc1ccc(C)cc1
1748	CN(Cc1nc(no1)-c1cccc(C)c1)C(=O)CCCOc1ccc(Cl)cc1
1749	CC[C@H](Oc1ccc(OC)cc1)C(=O)NCc1nc(no1)-c1cccc(Br)c1
1750	Cc1ccc(CC(=O)NCc2nc(no2)-c2cccc(Br)c2)cc1C
1751	C[C@H](Oc1ccc(C)cc1)C(=O)N(C)Cc1nc(no1)-c1ccc(Cl)cc1
1752	C[C@@H](Oc1ccccc1Cl)C(=O)NCc1nc(no1)-c1ccc(Cl)cc1
1753	COc1cccc(c1)-c1noc(CN(C)C(=O)[C@H](C)Oc2ccccc2Cl)n1
1754	COc1cccc(c1)-c1noc(CN(C)C(=O)[C@@H](C)Oc2ccccc2Cl)n1
1755	Cc1ccc(CC(=O)NCc2nc(no2)-c2cccc(Br)c2)cc1
1756	C[C@H](Oc1ccccc1C)C(=O)N(C)Cc1nc(no1)-c1ccccc1Cl
1757	C[C@H](Oc1ccccc1C)C(=O)N(C)Cc1nc(no1)-c1ccc(Cl)cc1
1758	C[C@@H](Oc1ccccc1C)C(=O)N(C)Cc1nc(no1)-c1ccc(Cl)cc1
1759	CCc1ccccc1O[C@@H](C)C(=O)NCc1nc(no1)-c1ccc(Cl)cc1
1760	CC(C)c1ccccc1O[C@@H](C)C(=O)NCc1nc(no1)-c1ccc(Cl)cc1
1761	CC(C)c1ccccc1O[C@H](C)C(=O)N(C)Cc1nc(no1)-c1ccccc1
1762	C[C@@H](Oc1cc(C)cc(C)c1C)C(=O)NCc1nc(no1)-c1cccc(Br)c1
1763	COc1cccc(c1)-c1noc(CN(C)C(=O)[C@H](C)Oc2cc(C)cc(C)c2C)n1
1764	COc1cccc(O[C@H](C)C(=O)NCc2nc(no2)-c2cccc(Br)c2)c1
1765	COc1cccc(c1)-c1noc(CNC(=O)[C@@H](C)Oc2cccc(C)c2C)n1
1766	CC[C@@H](Oc1ccccc1C)C(=O)NCc1nc(no1)-c1ccccc1Cl
1767	CC[C@H](Oc1ccccc1C)C(=O)NCc1nc(no1)-c1cccc(Br)c1
1768	CC[C@@H](Oc1ccccc1C)C(=O)N(C)Cc1nc(no1)-c1cccc(C)c1
1769	CC[C@@H](Oc1ccccc1C)C(=O)N(C)Cc1nc(no1)-c1cccc(OC)c1
1770	CC[C@H](Oc1ccccc1C)C(=O)N(C)Cc1nc(no1)-c1ccccc1Cl
1771	CC[C@@H](Oc1ccccc1C)C(=O)N(C)Cc1nc(no1)-c1cccc(Br)c1
1772	CC[C@H](Oc1ccccc1C)C(=O)N(C)Cc1nc(no1)-c1cccs1
1773	CC[C@H](Oc1ccccc1C)C(=O)N(CC)Cc1nc(no1)-c1cccs1
1774	CC[C@H](Oc1ccccc1Cl)C(=O)NCc1nc(no1)-c1ccc(OC)cc1
1775	CC[C@@H](Oc1ccccc1Cl)C(=O)NCc1nc(no1)-c1ccc(OC)cc1
1776	CC[C@@H](Oc1ccccc1Cl)C(=O)NCc1nc(no1)-c1ccccc1Cl
1777	CC[C@@H](Oc1ccccc1Cl)C(=O)N(C)Cc1nc(no1)-c1ccc(C)cc1
1778	CC[C@@H](Oc1ccccc1Cl)C(=O)N(C)Cc1nc(no1)-c1cccs1
1779	CC[C@H](Oc1ccccc1Cl)C(=O)N(CC)Cc1nc(no1)-c1cccs1
1780	CC[C@@H](Oc1cccc(Cl)c1)C(=O)N(C)Cc1nc(no1)-c1ccccc1
1781	CC[C@H](Oc1ccc(C)c(C)c1)C(=O)NCc1nc(no1)-c1ccc(OC)cc1
1782	CC[C@H](Oc1ccc(C)c(C)c1)C(=O)NCc1nc(no1)-c1cccc(Br)c1
1783	CC[C@H](Oc1ccc(C)c(C)c1)C(=O)N(C)Cc1nc(no1)-c1cccc(OC)c1
1784	CC[C@@H](Oc1ccc(C)c(C)c1)C(=O)N(C)Cc1nc(no1)-c1ccc(OC)cc1
1785	CC[C@@H](Oc1cccc(OC)c1)C(=O)NCc1nc(no1)-c1ccc(C)cc1
1786	CC[C@@H](Oc1cccc(OC)c1)C(=O)NCc1nc(no1)-c1ccc(Cl)cc1
1787	CC[C@H](Oc1cccc(OC)c1)C(=O)NCc1nc(no1)-c1cccs1
1788	CC[C@H](Oc1cccc(C)c1C)C(=O)NCc1nc(no1)-c1cccc(Br)c1
1789	CC[C@@H](Oc1cccc(C)c1C)C(=O)N(C)Cc1nc(no1)-c1ccc(Cl)cc1
1790	CC[C@@H](Oc1cc(C)ccc1C)C(=O)NCc1nc(no1)-c1ccc(Cl)cc1
1791	COc1ccccc1O[C@@H](C)C(=O)N(C)Cc1nc(no1)-c1ccccc1Cl
1792	COc1ccccc1O[C@@H](C)C(=O)N(C)Cc1nc(no1)-c1cccs1
1793	C[C@@H](Oc1ccc(C)c(C)c1)C(=O)NCc1nc(no1)-c1cccc(Br)c1
1794	COc1ccc(cc1)-c1noc(CNC(=O)[C@@H](C)Oc2ccc(C)cc2C)n1
1795	COc1ccc(cc1)-c1noc(CNC(=O)[C@H](C)Oc2cc(C)cc(C)c2)n1
1796	C[C@@H](Oc1cc(C)cc(C)c1)C(=O)N(C)Cc1nc(no1)-c1cccs1
1797	CC[C@H](Oc1ccccc1OC)C(=O)NCc1nc(no1)-c1ccccc1Cl
1798	CC[C@H](Oc1ccccc1OC)C(=O)N(C)Cc1nc(no1)-c1ccccc1
1799	CC[C@H](Oc1ccccc1OC)C(=O)N(C)Cc1nc(no1)-c1ccccc1Cl
1800	CC[C@H](Oc1ccccc1F)C(=O)NCc1nc(no1)-c1ccccc1Cl
1801	CC[C@@H](Oc1ccccc1F)C(=O)N(C)Cc1nc(no1)-c1cccc(C)c1
1802	CC[C@H](Oc1ccccc1F)C(=O)N(C)Cc1nc(no1)-c1ccccc1Cl
1803	CC[C@@H](Oc1ccccc1F)C(=O)N(C)Cc1nc(no1)-c1cccs1
1804	CN(Cc1nc(no1)-c1cccc(Br)c1)C(=O)CCc1ccccc1Cl
1805	Clc1ccc(SCCCC(=O)NCc2nc(no2)-c2ccccc2Cl)cc1
1806	COc1cccc(c1)-c1noc(CN(C)C(=O)COc2cccc(Cl)c2)n1
1807	CCN(Cc1nc(no1)-c1cccs1)C(=O)COc1cccc(Cl)c1
1808	CN(Cc1nc(no1)-c1ccccc1Cl)C(=O)COc1ccccc1F
1809	CC(C)c1ccccc1OCC(=O)N(C)Cc1nc(no1)-c1ccc(C)cc1
1810	CC(C)c1ccccc1OCC(=O)N(C)Cc1nc(no1)-c1cccc(Br)c1
1811	CC(C)c1ccccc1OCC(=O)N(C)Cc1nc(no1)-c1cccs1
1812	CC[C@H](Oc1ccccc1)C(=O)NCc1nc(no1)-c1ccccc1Cl
1813	CC[C@H](Oc1ccc(CC)cc1)C(=O)NCc1nc(no1)-c1ccc(Cl)cc1
1814	CC[C@@H](Oc1ccc(CC)cc1)C(=O)NCc1nc(no1)-c1ccc(Cl)cc1
1815	CC[C@H](Oc1ccc(CC)cc1)C(=O)N(C)Cc1nc(no1)-c1cccc(C)c1
1816	CC[C@@H](Oc1ccc(CC)cc1)C(=O)N(C)Cc1nc(no1)-c1cccc(C)c1
1817	CC[C@H](Oc1ccc(cc1)C(C)(C)C)C(=O)NCc1nc(no1)-c1cccc(C)c1
1818	CC[C@@H](Oc1ccc(cc1)C(C)(C)C)C(=O)N(C)Cc1nc(no1)-c1ccc(OC)cc1
1819	CC[C@H](Oc1ccc(C)cc1C)C(=O)NCc1nc(no1)-c1ccc(C)cc1
1820	CC[C@@H](Oc1ccc(C)cc1C)C(=O)N(C)Cc1nc(no1)-c1cccc(OC)c1
1821	CC[C@H](Oc1ccc(C)cc1C)C(=O)N(C)Cc1nc(no1)-c1ccc(OC)cc1
1822	CC[C@H](Oc1cc(C)cc(C)c1)C(=O)NCc1nc(no1)-c1ccc(C)cc1
1823	CC[C@@H](Oc1cc(C)cc(C)c1)C(=O)NCc1nc(no1)-c1cccc(OC)c1
1824	CN1CCN(CC1)S(=O)(=O)c1cc(ccc1C)C(=O)Nc1cccc(C)c1
1825	COc1ccc(NC(=O)c2ccc(C)c(c2)S(=O)(=O)N2CCN(C)CC2)cc1
1826	CN1CCN(CC1)S(=O)(=O)c1cc(ccc1C)C(=O)NCCOc1ccc(C)cc1
1827	C[C@@H](COc1ccccc1C)NC(=O)c1ccc(C)c(c1)S(=O)(=O)N1CCN(C)CC1
1828	CC[C@H](NC(=O)c1ccc(C)c(c1)S(=O)(=O)N1CCN(C)CC1)c1ccc(C)cc1C
1829	C[C@@H](NC(=O)c1cc(ccc1C)S(=O)(=O)N1CCN(C)CC1)c1ccccc1
1830	CC[C@H](NC(=O)c1cc(ccc1C)S(=O)(=O)N1CCN(C)CC1)c1ccc(C)cc1
1831	COc1ccc(CN(C)C(=O)c2cccc(c2)S(=O)(=O)N2CCN(C)CC2)cc1
1832	CN1CCN(CC1)S(=O)(=O)c1cccc(c1)C(=O)NCCCSc1ccc(C)cc1
1833	CN1CCN(CC1)S(=O)(=O)c1cc(ccc1Cl)C(=O)NCc1ccccc1
1834	CCCCc1ccc(NC(=O)c2ccc(Cl)c(c2)S(=O)(=O)N2CCN(C)CC2)cc1
1835	C[C@@H](NC(=O)c1ccc(Cl)c(c1)S(=O)(=O)N1CCN(C)CC1)c1cc(C)ccc1C
1836	C[C@H](NC(=O)c1ccc(Cl)c(c1)S(=O)(=O)N1CCN(C)CC1)c1cc(C)ccc1C
1837	C[NH+]1CCC(CC1)Oc1ccc(CNC(=O)CCSc2ccc(C)cc2)cc1
1838	C[C@@H](N(c1ccccc1)S(C)(=O)=O)C(=O)Nc1ccc(OC2CC[NH+](C)CC2)cc1
1839	C[C@H](N(c1ccccc1)S(C)(=O)=O)C(=O)NCc1ccc(OC2CC[NH+](C)CC2)cc1
1840	C[C@H](N(c1ccccc1)S(C)(=O)=O)C(=O)NCc1ccc(cc1)N1CC[NH+](C)CC1
1841	C[NH+]1CCC(CC1)NC(=O)c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1
1842	C[C@H](N(c1cccc(Cl)c1)S(C)(=O)=O)C(=O)NCCC1CC[NH+](C)CC1
1843	CC[C@@H](N(c1ccc(C)cc1)S(C)(=O)=O)C(=O)NCCC1CC[NH+](C)CC1
1844	C[NH+]1CCC(CCNC(=O)C2CCN(CC2)S(=O)(=O)Cc2ccccc2)CC1
1845	CC[C@@H](Oc1cccc(C)c1)C(=O)Nc1ccc(OC2CC[NH+](C)CC2)cc1
1846	CC[C@@H](Oc1cccc(C)c1)C(=O)NCc1ccc(OC2CC[NH+](C)CC2)cc1
1847	C[NH+]1CCN(CC1)c1ccc(NC(=O)CCCN(c2ccccc2)S(C)(=O)=O)cc1
1848	COc1ccc2[C@@H](CC(C)(C)Oc2c1)NC(=O)C1CCN(CC1)S(C)(=O)=O
1849	C[C@H](NC(=O)c1ccc(CS(=O)(=O)N2CCN(C)CC2)cc1)c1ccc(cc1)N1CCCC1
1850	COc1ccc(cc1)-c1noc(CNC(=O)c2ccccc2I)n1
1851	COc1ccc(cc1)-c1noc(CN(C)C(=O)c2ccccc2I)n1
1852	CN(Cc1nc(no1)-c1ccccc1)C(=O)c1ccc(I)cc1
1853	Clc1ccc(cc1)-c1noc(CNS(=O)(=O)c2cc(Cl)ccc2Cl)n1
1854	CCOC(=O)c1c(NC(=O)c2ccc(Br)cc2)n[nH]c1-c1ccccc1
1855	CCOC(=O)[C@H]1Sc2nnc(n2N[C@H]1c1ccc(cc1)C(C)C)C(F)(F)F
1856	CCOC(=O)[C@H]1Sc2nnc(n2N[C@H]1c1ccc(OC)c(OC)c1)C(F)(F)F
1857	CCOC(=O)[C@@H]1Sc2nnc(n2N[C@@H]1c1ccc(cc1)N(C)C)C(F)(F)F
1858	Nn1c(NCc2c[nH]c3ccc(Cl)cc23)nnc(-c2ccc(Cl)cc2)c1=O
1859	Cc1ccc(CSc2nnc(Nc3nccs3)c(=O)n2-n2cccc2)cc1
1860	COc1cccc(CSc2nnc(Nc3ccc(OC)c(C)c3)c(=O)n2-n2cccc2)c1
1861	COc1ccc(Nc2nnc(SCc3ccccc3OC)n(-n3cccc3)c2=O)c(OC)c1
1862	CC(C)[C@@H](CO)NC(=O)[C@H](NC(=O)C(c1ccccc1)c1ccccc1)C(C)C
1863	COc1ccc2NC(=O)[C@]3([C@H]([C@@H](CN3C)c3ccc(F)cc3)C(=O)c3ccccn3)c2c1
1864	CC(C)[C@@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)NCc1cccnc1
1865	C[C@@H](NC(=O)Cc1csc(n1)-c1cccc(Br)c1)C([O-])=O
1866	COc1ccc(cc1)N1C[C@]23O[C@H](C=C2)[C@@H]([C@@H]3C1=O)C(=O)NCc1ccccc1Cl
1867	COc1cc2CCN(Cc2cc1OC)C(=O)N[C@H](C)C(=O)N[C@H]1CCCc2ccccc12
1868	COc1ccc(cc1)S(=O)(=O)N1CCC[C@H](C1)C(=O)N[C@H](C)C(=O)NCc1ccncc1
1869	CC(=O)Nc1ccc(cc1)N1C[C@@]23O[C@@H](C=C2)[C@@H]([C@@H]3C1=O)C(=O)NCCCN1CCOCC1
1870	CC(C)[C@@H](NC(=O)[C@@H]1CCCN(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1ccncc1
1871	C[C@H](CO)NC(=O)Cc1c(C)c2cc3CCC4(CCCCC4)Oc3cc2oc1=O
1872	C[C@H](NC(=O)C1CCC(CNS(=O)(=O)c2ccc(C)cc2)CC1)C(=O)N1CCCCC1
1873	O[C@@]12CCCC[C@@H]1CN(CC2)C(=O)c1cc(Br)ccc1-n1cnnn1
1874	COCc1nc(n[nH]1)-c1ccc(NC(=O)Cc2ccccc2OC(F)(F)F)cc1
1875	CC(C)[C@@H](NC(=O)N1CCN(CC1)c1ccccc1)C(=O)NCc1ccco1
1876	COCCn1ccc2c(NC(=O)[C@@H](c3ccccc3)n3cnnn3)cccc12
1877	C[C@@H](NC(=O)N1CCN(CC1)c1cccc(Cl)c1)C(=O)Nc1ccccc1O
1878	C[C@@H](NC(=O)N1CCN(CC1)c1ncccn1)C(=O)Nc1cccc2ccccc12
1879	CC(C)[C@@H](NC(=O)N1CCN(CC1)c1ncccn1)C(=O)Nc1ccc(F)cc1
1880	C[C@@H](NC(=O)N1CCN(CC1)c1ccc(Cl)c(Cl)c1)C(=O)NCc1ccncc1
1881	COc1ccc(OC)c(NC(=O)[C@@H](C)NC(=O)N2CCN(CC2)c2ccccc2)c1
1882	C[C@@H](NC(=O)N1CCN(CC1)c1ncccn1)C(=O)Nc1nc(C)cs1
1883	COc1ccc(NC(=O)[C@H](NC(=O)N2CCN(CC2)c2ccccc2)C(C)C)cn1
1884	C[C@@H](NC(=O)N1CCN(CC1)c1ncccn1)C(=O)Nc1nc(C)c(C)s1
1885	CCOC(=O)N1CCN(CC1)C(=O)[C@@H](C)NC(=O)N1CCN(CC1)c1cccc(Cl)c1
1886	C[C@@H](NC(=O)N1CCN(CC1)c1ccc(Cl)cc1)C(=O)Nc1cccc(NC(C)=O)c1
1887	COC(=O)[C@@H](NC(=O)c1cc(nn1-c1ccccc1)-c1ccccc1)C(C)C
1888	CC(C)[C@@H](N1Cc2ccccc2C1=O)C(=O)Nc1ccc(Cn2cncn2)cc1
1889	O=C(CN1c2ccccc2C(=O)N2CCC[C@@H]2C1=O)NCCc1nccs1
1890	CCOC(=O)c1cccc(CN(C(C)(C)C)S(=O)(=O)c2ccc(C)cc2)c1
1891	C[C@@H](CCc1ccccc1)NC(=O)CCC(=O)Nc1cccc(c1)C(F)(F)F
1892	COC(=O)[C@@H](CCC(F)F)NC(=O)OC(C)(C)C
1893	CCN(CC)c1cc(C)cc[nH+]1
1894	N[C@H](COCCOCCOCCOCCOCCC([O-])=O)C(=O)OCC1c2ccccc2-c2ccccc12
1895	N[C@@H](COCCOCCOCCOCCOCCC([O-])=O)C(=O)OCC1c2ccccc2-c2ccccc12
1896	Nc1cccnc1C1CC1
1897	CC(C)(C)c1cc2ncc(cn2n1)C([O-])=O
1898	COc1cc(O[C@@H]2CCC[NH2+]C2)ccn1
1899	COc1cc(O[C@H]2CCC[NH2+]C2)ccn1
1900	CC(C)c1cc2ncc(Br)cn2n1
1901	CC(C)(C)OC(=O)N1CCC2(CC1)NC(=NC2=O)c1ccccc1
1902	CC(C)C1=NC(=O)C2(CCN(CC2)C(=O)OC(C)(C)C)N1
1903	COc1cccnc1OC1CC[NH2+]CC1
1904	COc1cnc(OC2CC[NH2+]CC2)nc1
1905	Nc1cnc2c(cnn2c1)C1CC1
1906	[O-]C(=O)c1cccc(n1)C1CCC1
1907	COc1cccnc1O[C@@H]1CCC[NH2+]C1
1908	CC(C)(C)OC(=O)N1CCC2(CC1)NC(=NC2=O)c1ccccc1F
1909	COc1ccc(cc1)C1=NC(=O)C2(CCN(CC2)C(=O)OC(C)(C)C)N1
1910	CC1=NC(=O)C2(CCN(CC2)C(=O)OC(C)(C)C)N1
1911	CC(C)C1=NC(=O)C2(CC[NH2+]CC2)N1
1912	COC(=O)[C@]12CO[C@]34[C@@H]5C[C@H]1\C(CN5CC[C@]23Cc1cc(O)ccc1N4C)=C\C
1913	CC(C)C1=CC[C@@]2(C)[C@@H](O)CC[C@](C)(O)[C@H]2C1
1914	C[C@H]1C[C@@H]2[C@H](C[C@]34C[C@]33CC[C@@H]5C(C)(C)[C@H](O)[C@@H](O)C[C@]5(C)[C@H]3CC=C4[C@H]2C[C@@]1(C)O)C([O-])=O
1915	Oc1ccc(O)c(c1)C(=O)c1c(O)cccc1O
1916	COc1cc2c(O)c(ccc2cc1C)-c1ccc2C[C@@H](C)[NH2+][C@H](C)c2c1O
1917	C[C@]1(CCC=C)Oc2cc(O)c3oc4cccc(O)c4c(=O)c3c2C=C1
1918	COc1ccc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1
1919	COc1ccc2oc3cc(O)c(CC=C)c(O)c3c(=O)c2c1
1920	COc1ccc2oc3c(CC=C)c(O)cc(O)c3c(=O)c2c1
1921	CC(C)=CCC\C(C)=C\Cc1c(O)c(CC=C(C)C)c2oc3c(O)ccc(O)c3c(=O)c2c1O
1922	CC(C)=CCC\C(C)=C/Cc1c(O)cc2oc3cc(O)c4OC(C)(C)C=Cc4c3c(=O)c2c1O
1923	CC\C(C)=C\Cc1c(OC)c(OC)cc2oc3cc4occc4c(O)c3c(=O)c12
1924	C[C@@H]1CC[C@]2(CC[C@]3(C)C(=CC[C@@]45C[C@@]44CC[C@@H](O)C(C)(C)[C@H]4CC[C@@]35C)[C@H]2[C@@H]1C)C(C)=C
1925	COc1cc(C)c2cc3C(=O)C[C@@](C)(O)[C@@H](C(C)=O)c3cc2c1
1926	CC(C)=CCCc1c(C)cc(O)c2c(O)c3C(=O)CC(=O)C(CCC=C(C)C)(CCC=C(C)C)c3cc12
1927	CC(C)=CCC[C@@H]1C(=O)CC(=O)c2c(O)c3c(O)cc(C)c(CCC=C(C)C)c3cc12
1928	COc1cc2c(oc3c4C=CC(C)(C)Oc4c(CCC=C(C)C)c(O)c3c2=O)c(O)c1OC
1929	COc1cc2c(oc3c(CCC=C(C)C)c(O)c(CCC=C(C)C)c(O)c3c2=O)c(O)c1OC
1930	CC(C)=CCCOc1cc(cc2[C@H](O)[C@H](O)C(C)(C)Oc12)[C@H]1CC(=O)c2c(O)cc(O)cc2O1
1931	CC(C)C(=C)CC[C@@H](C)[C@@H]1CC[C@@]2(C)[C@H]3CC[C@H]4[C@@]5(C[C@]35CC[C@@]12C)CC[C@@H](O)C4(C)C
1932	CC(C)(CCOc1c2ccoc2cc2oc(=O)ccc12)C1=CC(C)(C)C(=O)O1
1933	COc1cc2CC[C@@H]3Oc4cc5occc5cc4C(=O)[C@H]3c2cc1OC
1934	COc1cc2CC[C@@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(=C)CO
1935	COc1cc(OC)c2c(OC)cc(C)c(-c3c(OC)cc(OC)c4c3C[C@H](C)[NH+](C)C4(C)C)c2c1
1936	CO[C@@H]1[C@H](C(OC)=CC2=C1[C@@H](C)N(C)[C@@H](C)C2)c1c(C)cc2cccc(OC)c2c1O
1937	CO[C@@H]1[C@H](C(OC)=CC2=C1C(C)=N[C@@H](C)C2)c1c(C)cc2cccc(OC)c2c1O
1938	COc1cc(OC)c2C(C)=N[C@@H](C)[C@H](c2c1)c1c(C)cc2cccc(OC)c2c1O
1939	COc1cc(C)cc2cc(C)c(c(O)c12)-c1c(O)cc2C[C@H](C)[NH+]=Cc2c1OC
1940	COc1cccc2c1n(C)c1c(OC)c3OCOc3c(OC)c1c2=O
1941	CC[NH+]1CC[C@@H]2[C@H](Nc3ccccc23)[C@H]1CCCc1[nH+]ccc2c3cc(O)ccc3n(C)c12
1942	CC(=C)\C=C\c1ccc2cc[nH]c2c1
1943	CC(C)=CCc1ccc2c(c[nH]c2c1)C(C)(C)C=C
1944	COc1cc2=CN(C)[C@H]3C(C=Cc4cc5OCOc5cc34)=c2cc1OC
1945	C\C(CC[C@@H](O)[C@@H]1CC[C@H](O1)C(C)(C)O)=C/CC\C=C(/C)CC[C@@H](O)[C@]1(C)CC[C@@](C)(O1)C(C)(C)O
1946	CC(=O)OC[C@](C)(O)[C@@H](O)CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CC[C@@H](O)C(C)(C)O
1947	CC(C)=CCc1cc(cc(C=C(C)C)c1O)[C@@H]1CC(=O)c2ccc(O)cc2O1
1948	CC(C)=CCc1cc(cc(C=C(C)C)c1O)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1
1949	CC(C)=CCc1cc(cc2CCC(C)(C)Oc12)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1
1950	CC1(C)CCc2c(O1)ccc1C(=O)[C@@]3(O)[C@@H](COc4cc5OCOc5cc34)Oc21
1951	COc1cc(C)c2ccc(=O)oc2c1\C=C\C(C)(C)O
1952	CC(=O)OCCCCCCCC[C@H](O)C#CC#C[C@H](OC(C)=O)C=C
1953	CC(C)C1=CC2=CC=C3C(C)(C)[C@H](CC[C@]3(C)C2=C(O)[C@H]1O)OC(=O)c1ccccc1
1954	COc1cc2OC[C@H]3Oc4c(ccc5O[C@H](C=Cc45)C(C)=C)C(=O)[C@H]3c2cc1OC
1955	COc1cc2OCOc2cc1[C@@H]1C(=O)Oc2cc3occc3cc2C1=O
1956	COc1c(O)cc(cc1C=C(C)C)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1
1957	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@](C)(O)CC([O-])=O
1958	C[C@]1(CC[C@H]2[C@@H](CC[C@@H]3[C@](C)(CO)[C@@H](O)C(=O)C[C@]23C)C1)C=C
1959	C[C@@]1(CC[C@@H]2C=C[C@@H]3C(=C[C@H](O)[C@H](O)C3(C)C)[C@]2(C)C1)C=C
